Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0003677~DNA binding	16	9.63855421686747	0.09006367475538668	229834_AT, 210875_S_AT, 236858_S_AT, 200679_X_AT, 228659_AT, 227508_AT, 228765_AT, 209552_AT, 1559051_S_AT, 208031_S_AT, 215071_S_AT, 204481_AT, 220184_AT, 228554_AT, 211024_S_AT, 1554060_S_AT	136	1258	16503	1.5433461142803704	0.9999999999995819	1.0	1.0
GOTERM_CC_DIRECT	GO:0005940~septin ring	2	1.2048192771084338	0.09047080072997005	213666_AT, 200015_S_AT	147	11	17014	21.0439084724799	0.9999999999713541	1.0	1.0
GOTERM_CC_DIRECT	GO:0031105~septin complex	2	1.2048192771084338	0.09047080072997005	213666_AT, 200015_S_AT	147	11	17014	21.0439084724799	0.9999999999713541	1.0	1.0
GOTERM_BP_DIRECT	GO:0043525~positive regulation of neuron apoptotic process	3	1.8072289156626504	0.0919328818139784	214486_X_AT, 200658_S_AT, 209508_X_AT, 201467_S_AT	135	61	16068	5.853551912568306	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0031386~protein tag	2	1.2048192771084338	0.0938955393244239	200633_AT, 208761_S_AT	136	12	16503	20.224264705882355	0.9999999999998831	1.0	1.0
REACTOME_PATHWAY	R-HSA-983169~Class I MHC mediated antigen processing & presentation	7	4.216867469879518	0.09506685555620595	200633_AT, 200679_X_AT, 201343_AT, 200837_AT, 210024_S_AT, 202546_AT, 222657_S_AT	88	374	10331	2.1972836655323285	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0035493~SNARE complex assembly	2	1.2048192771084338	0.09564099336396037	202546_AT, 226462_AT	135	12	16068	19.837037037037035	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0050847~progesterone receptor signaling pathway	2	1.2048192771084338	0.09564099336396037	200658_S_AT, 228554_AT	135	12	16068	19.837037037037035	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-9673767~Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	2	1.2048192771084338	0.09655250475681192	202647_S_AT, 215305_AT	88	12	10331	19.56628787878788	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-9673770~Signaling by PDGFRA extracellular domain mutants	2	1.2048192771084338	0.09655250475681192	202647_S_AT, 215305_AT	88	12	10331	19.56628787878788	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0032153~cell division site	2	1.2048192771084338	0.09828067328236724	213666_AT, 200015_S_AT	147	12	17014	19.290249433106574	0.9999999999968503	1.0	1.0
